                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     150                                      732                  1.0000000000000000E+000                  2.0000000000000000E-002                  1.4225946501651168E+007                  9.2428426926254784E+005                  4.5605716018168614E+003                  4.5939985052304000E-001                  1.0857004764141873E+000                 -2.2504569496350544E+000                  6.9999401818875695E-001                  3.5779060541757579E-005                  2.7997020264216449E-001                  3.4468827096314635E-003                  1.0103435005377277E-003                  9.3805276452367334E-003                  2.0850244238750358E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  6.9999938749065949E-001                  3.0410135137704146E-005                  2.7997020237161824E-001                  3.4468833452783948E-003                  1.0103427590243607E-003                  9.3805276451513781E-003                  2.0850244238750358E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.1321972585913003E+004                  4.7215003941016376E+007                  2.1767529938494125E+010                  5.5394637072327824E-003                  5.5394637072327859E-003                  0.0000000000000000E+000                  2.2214937015278827E-004                  5.0000000000000000E+001                  1.0000000000000000E+003                  4.4893672932050688E+014                               "r25.12.1"                               "gfortran"                                 "13.3.0"                  "aarch64-macos-25.12.1"                                 "CRMATH"                               "20260306"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  1.0000000000000000E+000                  3.5710028399849665E-002                  3.6592658233880622E+000                 -6.6088525293321023E+000                  4.8525603039759746E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  3.6123497369601477E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  9.9999999999899991E-001                  3.5709380455417036E-002                  3.6598221410112570E+000                 -6.6050144793647485E+000                  4.8569643796848689E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  3.6444304824857057E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  9.9999999999775002E-001                  3.5708577647025931E-002                  3.6604452404593761E+000                 -6.6008070855621108E+000                  4.8618060167759589E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  3.6799259478891983E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  9.9999999999650002E-001                  3.5707782574209070E-002                  3.6613868646581702E+000                 -6.5946031814310579E+000                  4.8689687996980338E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  3.7328967048370140E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  9.9999999999400002E-001                  3.5706214969564776E-002                  3.6632982295095342E+000                 -6.5825701702889594E+000                  4.8829496127058585E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  3.8378221218323657E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  9.9999999998900002E-001                  3.5703165386608726E-002                  3.6678816707839386E+000                 -6.5562738174574369E+000                  4.9139217832335387E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  4.0775029239015969E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  9.9999999997650002E-001                  3.5695989105438544E-002                  3.6731359125339993E+000                 -6.5307365604136436E+000                  4.9448265521517598E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  4.3245869069837301E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  9.9999999997025002E-001                  3.5692605746821392E-002                  3.6767293925473674E+000                 -6.5149611771731664E+000                  4.9642724409208174E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  4.4846472907154087E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  9.9999999996400013E-001                  3.5689343005680420E-002                  3.6804155920280088E+000                 -6.5001125276415488E+000                  4.9828853598518226E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  4.6407147326058018E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
