                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     250                                      787                  1.0000000000000000E+000                  2.0000000000000000E-002                  7.8868509094199753E+009                  4.7677291968628176E+007                  5.7899450017966219E+003                  1.3319077198416340E+000                  1.1469417242369235E+000                 -1.2513475763961197E+000                  2.2262013122013580E-002                  6.4842372870112352E-009                  9.5781805315994595E-001                  5.1051843749499674E-005                  9.4944589773966592E-003                  4.2121701595263135E-003                  2.0850244238750384E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  6.2510935951234969E-001                  8.2032251257777966E-004                  3.5390620441902837E-001                  2.3804841532309713E-003                  2.3498126662510038E-003                  9.2715704834317632E-003                  2.0850244238750379E-003                  7.1157705700451712E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2293317109752179E+004                  1.5415777024206512E+007                  7.5080276591451969E+009                  1.3320180553611816E+000                  1.3320180553611818E+000                  1.5826522691188367E-038                  4.6575096506816120E-002                  5.0000000000000000E+001                  1.0000000000000000E+003                  2.4889008625911181E+017                               "r25.12.1"                               "gfortran"                                 "13.3.0"                  "aarch64-macos-25.12.1"                                 "CRMATH"                               "20260306"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  1.0000000000000000E+000                  5.9541352090204690E-002                  3.7629663578358676E+000                 -6.8828061944730603E+000                  4.6840811884661262E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.9218711116771159E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  9.9999999999899991E-001                  5.9540319333470121E-002                  3.7636263687245686E+000                 -6.8782601244024235E+000                  4.6892884310736180E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.9421014541285431E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  9.9999999999775002E-001                  5.9539041820133302E-002                  3.7643694384879609E+000                 -6.8732909770607753E+000                  4.6950020262119043E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.9644582452037135E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  9.9999999999650002E-001                  5.9537778829568136E-002                  3.7654983137616536E+000                 -6.8659900961435989E+000                  4.7034340010161353E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.9977735546806807E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  9.9999999999400002E-001                  5.9535294925367008E-002                  3.7678159070193820E+000                 -6.8519241885040687E+000                  4.7198225321961376E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.0635604375392425E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  9.9999999998900002E-001                  5.9530485315276022E-002                  3.7704684410527287E+000                 -6.8374995949790911E+000                  4.7369062743218642E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.1332758893636599E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  9.9999999998587508E-001                  5.9527577432668566E-002                  3.7725769819189363E+000                 -6.8269148448637491E+000                  4.7496053584934179E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.1859271005121755E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  9.9999999998275013E-001                  5.9524739508812471E-002                  3.7758466748155746E+000                 -6.8118155340385647E+000                  4.7679842407091888E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.2632922175658733E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  9.9999999997650013E-001                  5.9519257447310424E-002                  3.7793616868822082E+000                 -6.7977091085694861E+000                  4.7856176963348478E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.3380425906105787E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
